Tempo_conta,Plano_internacional,Plano_correio,Total_minutos_diurnos,Total_chamadas_diurnas,Total_minutos_vespertinos,Total_chamadas_vespertinas,Total_minutos_noturnos,Total_chamadas_noturnas,Total_minutos_internacionais,Total_chamadas_internacionais,Chamadas_atendimento,Media_cancelamento_por_estado,Media_cancelamento_por_codigo_area,Total_chamadas_noturnas_por_minuto
0.09433962264150944,0,1,0.5606320851940914,0.14814814814814814,0.3105864994466989,0.3333333333333333,-0.6261061946902656,-0.14814814814814814,0.7777777777777776,2.1972245773362196,1,0.15254237288135594,0.14820359281437126,0.04501262626262626
-0.1320754716981132,0,0,-0.2940570250772932,0.14814814814814814,-0.6809295462928807,0.037037037037037035,-0.1659292035398234,-0.5925925925925926,-0.6388888888888892,1.791759469228055,2,0.16071428571428573,0.13609467455621302,0.044989451476793244
-0.5660377358490566,0,1,-0.5207832360013743,0.2222222222222222,-0.5628919218000736,0.18518518518518517,0.28244837758112057,-0.037037037037037035,-1.305555555555556,1.3862943611198906,1,0.12244897959183673,0.14678899082568808,0.045
0.5471698113207547,0,0,-1.5238749570594303,-0.5555555555555556,-0.11582441903356648,0.37037037037037035,-0.4328908554572274,1.4444444444444444,0.027777777777777683,1.6094379124341003,1,0.1276595744680851,0.13609467455621302,0.04501457725947522
-0.2641509433962264,0,0,0.603229130882858,0.2962962962962963,-1.0866838804869052,-0.5185185185185185,1.3045722713864303,-0.6296296296296297,1.1666666666666665,1.6094379124341003,2,0.2641509433962264,0.14678899082568808,0.0450051849291393
0.6981132075471698,0,1,0.0632085194091377,-0.6666666666666666,0.5835485060863154,-0.25925925925925924,-0.22345132743362878,0.9259259259259259,1.3055555555555556,1.3862943611198906,1,0.18518518518518517,0.14678899082568808,0.04501884760366182
0.7735849056603774,0,1,0.8313294400549642,0.07407407407407407,1.2504610844706754,-1.2962962962962963,0.8237463126843652,0.2222222222222222,-0.22222222222222243,1.6094379124341003,1,0.07575757575757576,0.13609467455621302,0.04499415660303857
0.9056603773584906,0,1,0.26932325661284784,-0.8888888888888888,1.0748801180376253,-0.4444444444444444,-0.149705014749263,-0.8888888888888888,1.1111111111111112,2.302585092994046,1,0.09523809523809523,0.14820359281437126,0.04499213424226534
-0.4339622641509434,0,0,1.0113363105462043,-0.2962962962962963,-0.3356694946514198,0.4444444444444444,0.9299410029498517,0.18518518518518517,-0.22222222222222243,2.0794415416798357,2,0.16981132075471697,0.14820359281437126,0.045017051913603646
1.0188679245283019,1,1,0.44520783236001354,0.7407407407407407,-0.914053854666175,0.8518518518518519,-0.7986725663716818,-0.4074074074074074,0.22222222222222196,1.3862943611198906,1,0.023255813953488372,0.14820359281437126,0.044989775051124746
0.1320754716981132,0,1,-0.23634489866025452,-0.6666666666666666,-0.4330505348579856,0.6296296296296297,0.8694690265486723,-0.8888888888888888,-0.19444444444444475,1.3862943611198906,2,0.07317073170731707,0.14678899082568808,0.044996150885296377
-0.9056603773584906,0,0,-0.14428031604259708,-0.14814814814814814,0.2825525636296575,-0.48148148148148145,-0.6865781710914455,0.48148148148148145,0.16666666666666657,1.0986122886681096,1,0.21818181818181817,0.14820359281437126,0.04497731691510045
-0.6226415094339622,0,1,-0.7749914118859502,-0.2962962962962963,0.4773146440427891,-0.3333333333333333,-0.019911504424779094,1.6296296296296295,-0.19444444444444475,1.0986122886681096,1,0.15,0.14678899082568808,0.0450125313283208
1.2264150943396226,1,0,-1.8083132944005504,-0.4444444444444444,0.9332349686462563,-0.18518518518518517,0.5066371681415923,-0.1111111111111111,0.8055555555555552,1.3862943611198906,1,0.125,0.14678899082568808,0.044982993197278914
-0.7169811320754716,0,0,0.44658193060803864,-0.6296296296296297,0.4389524160826269,1.3703703703703705,0.23967551622418834,-0.037037037037037035,0.11111111111111073,2.302585092994046,2,0.125,0.14820359281437126,0.04500230308613542
0.2830188679245283,0,1,-0.3242871865338376,0.1111111111111111,-0.2323865732202136,0.6666666666666666,-0.12020648967551671,0.5925925925925926,-0.5833333333333338,1.0986122886681096,2,0.16981132075471697,0.13609467455621302,0.044992215879605606
0.09433962264150944,0,0,-0.1923737547234628,0.6296296296296297,0.13057912209516823,0.037037037037037035,-0.20132743362831906,-0.25925925925925924,-0.5000000000000002,1.3862943611198906,1,0.26785714285714285,0.14820359281437126,0.04497863247863248
-1.150943396226415,0,1,-0.4287186533837173,-1.0,-0.46698635189966786,-0.4444444444444444,0.19542772861356886,0.07407407407407407,-1.138888888888889,1.791759469228055,1,0.22448979591836735,0.14820359281437126,0.04497898178421299
-0.6226415094339622,0,0,0.711782892476812,-1.6296296296296295,-0.704537071191442,-1.6666666666666667,-0.1408554572271388,0.8518518518518519,-0.19444444444444475,1.6094379124341003,2,0.10112359550561797,0.14820359281437126,0.04500784108729743
1.1320754716981132,0,0,-0.016489178976297043,0.2962962962962963,-0.8063445223164883,-0.5185185185185185,-0.9328908554572274,-0.8148148148148148,-0.5000000000000002,1.0986122886681096,1,0.12280701754385964,0.14820359281437126,0.04498546511627907
0.7924528301886793,0,0,-0.15802129852284444,-1.0740740740740742,0.1453338251567691,-0.037037037037037035,-0.6983775811209442,0.3333333333333333,0.055555555555555365,1.9459101490553132,2,0.08333333333333333,0.13609467455621302,0.045016286644951144
-0.05660377358490566,0,0,-0.5936104431466854,-0.7037037037037037,-0.6617484323127995,0.6666666666666666,-0.6202064896755163,-0.6296296296296297,-0.05555555555555586,1.791759469228055,1,0.09523809523809523,0.13609467455621302,0.045025188916876575
-0.3018867924528302,0,1,0.6911714187564411,0.8148148148148148,-1.0158613057912207,-0.37037037037037035,0.1629793510324481,-0.8888888888888888,-0.22222222222222243,2.1972245773362196,1,0.12244897959183673,0.13609467455621302,0.04502123643227937
-0.03773584905660377,0,0,-0.46307110958433567,0.037037037037037035,0.4389524160826269,-0.48148148148148145,-0.28539823008849585,-0.5185185185185185,0.30555555555555547,2.0794415416798357,1,0.1875,0.14820359281437126,0.04501377410468319
0.018867924528301886,0,0,-0.29268292682926855,-0.25925925925925924,0.09959424566580642,0.0,-0.15412979351032471,0.7407407407407407,-0.05555555555555586,2.3978952727983707,1,0.07017543859649122,0.13609467455621302,0.04501050420168067
0.24528301886792453,0,0,-0.13878392305049847,-0.18518518518518517,-0.7561785319070452,-0.6296296296296297,-0.058259587020649206,0.7037037037037037,-1.5833333333333337,1.6094379124341003,1,0.09523809523809523,0.14820359281437126,0.04499746063991874
0.32075471698113206,0,1,-0.1167983510821024,0.48148148148148145,-0.024345260051641133,0.9259259259259259,-0.4594395280235992,-0.07407407407407407,-0.19444444444444475,1.791759469228055,0,0.21568627450980393,0.14820359281437126,0.045020624631703005
-1.2264150943396226,0,0,-0.8546891102713849,-0.25925925925925924,0.505348579859831,0.6296296296296297,0.30162241887905583,0.2962962962962963,-0.3611111111111113,1.0986122886681096,1,0.09090909090909091,0.14678899082568808,0.045006778129236334
0.24528301886792453,0,0,-0.44245963586396464,0.6666666666666666,-0.5924013279232754,0.4074074074074074,1.1069321533923295,0.2222222222222222,-0.3611111111111113,1.3862943611198906,0,0.06666666666666667,0.14820359281437126,0.04501631025733962
-0.6226415094339622,0,0,0.9701133631054623,0.9629629629629629,0.7871634083364079,0.6666666666666666,1.0671091445427723,-0.07407407407407407,-0.388888888888889,1.9459101490553132,1,0.16071428571428573,0.14678899082568808,0.044985358711566614
0.4716981132075472,0,0,0.9687392648574376,-0.18518518518518517,0.896348210992254,-0.2962962962962963,-0.502212389380531,0.2962962962962963,0.6666666666666663,1.6094379124341003,2,0.06,0.14820359281437126,0.04502398081534772
-0.33962264150943394,0,1,-1.1459979388526285,-0.5185185185185185,0.8919218000737745,0.18518518518518517,0.4092920353982296,0.3333333333333333,0.8333333333333334,1.6094379124341003,1,0.16981132075471697,0.14678899082568808,0.04501312335958005
-0.6037735849056604,0,0,0.23084850566815512,-0.5185185185185185,0.5260051641460722,-1.2592592592592593,-0.27359882005899716,-0.9259259259259259,0.44444444444444436,0.6931471805599453,1,0.12280701754385964,0.13609467455621302,0.04498080087767416
